"区","く","ward, borough, city (in Tokyo); district (e.g. electoral), section, zone (e.g. postal)"
"何時も","いつも","always, all the time, at all times; never; usual, regular, habitual, customary"
"場所","ばしょ","place, location, spot, position, area; room, space; sumo tournament"
"","なんか","something like ..., things like ..., someone like ..., the likes of ..."
"箱","はこ, ハコ","box, case, chest, package, pack, crate; car (of a train, etc.); shamisen case, shamisen; public building, community building; man who carries a geisha's shamisen; receptacle for human waste, feces (faeces); counter for boxes (or boxed objects)"
"良い","よい, えい","good, excellent, fine, nice, pleasant, agreeable; sufficient, enough, ready, prepared; profitable (deal, business offer, etc.), beneficial; OK, all right, fine, no problem; easy to ..."
"楽","らく","comfort, ease, relief, (at) peace, relaxation; easy, simple, without trouble, without hardships; (economically) comfortable; raku pottery; sukha (happiness)"
"度","たび, たんび","time (three times, each time, etc.), times"
"","なのだ, なんだ","it is assuredly that ..., can say with confidence that ...; did not ..."
"","はい, はーい, はーーい","yes, that is correct; understood, I see, OK, okay; present, here; pardon?, what's that?, come again?; now, here, here you go; giddy-up, giddap"
"濃い","こい","deep (colour), dark; strong (flavour, smell, etc.); thick (consistency), dense; strong (possibility, etc.); thick (i.e. ""as thick as thieves""), close, deep (love, etc.)"
"","ならない, ならぬ, ならん, なりません","cannot help (feeling), unbearably, awfully, irresistibly; must not ..., should not ...; must ..., have to ..., ought to ...; cannot, unable to; not"
"走る","はしる","to run; to run (of a vehicle), to drive, to travel, to move, to sail; to rush (to), to dash, to race; to retreat, to flee, to defect (to); to run away, to abscond, to elope; to flash (of lightning), to streak, to shoot (through; e.g. of pain), to run (through), to flare, to flit (e.g. across one's face), to spread quickly (of news, shock, etc.); to go (e.g. bad, to extremes), to become, to turn, to take to (e.g. crime), to get carried away by (e.g. one's emotions), to get involved in, to get wrapped up in; to run (through; of a road, street, etc.), to extend (e.g. of a mountain range), to stretch, to lie"
"大きい","おおきい","big, large, great; loud; extensive, spacious; important, decisive, valuable; older, grown up"
"様子","ようす","state (of affairs), situation, circumstances; appearance, look(s), air, manner, behaviour, demeanor; sign, indication"
"","ドア, ドアー","door"
"門","もん, かど","gate; branch of learning based on the teachings of a single master; division, phylum; counter for cannons"
"受ける","うける, ウケる","to receive, to get; to catch (e.g. a ball); to be struck by (wind, waves, sunlight, etc.); to sustain (damage), to incur (a loss), to suffer (an injury), to feel (influence); to undergo (e.g. surgery), to take (a test), to accept (a challenge); to be given (e.g. life, talent); to find funny, to find humorous, to be amused (by); to follow, to succeed, to be descended from; to face (south, etc.); to be modified by; to obtain (a pawned item, etc.) by paying a fee; to be well-received, to become popular, to go down well"
"見込み","みこみ","hope, promise, possibility, chance, probability, likelihood; expectation, anticipation, forecast, estimate; side of a structural member"
"聞こえる","きこえる","to be heard, to be audible, to reach one's ears; to sound (like), to come across (as); to be well known, to be famous; to accept (someone's words), to agree, to understand"
"四","し, よん, よ","four, 4"
"六","ろく, む, むう","six, 6"
"新車","しんしゃ","new car"
"好き","すき","liking, being fond of, to one's liking, to one's taste, preferred, favourite; liking (romantically), being in love with, beloved; faddism, eccentricity; as one likes, as it suits one; lecherous, lustful, salacious"
"勿論","もちろん","of course, certainly, naturally"
"鼻","はな","nose"
"直ぐ","すぐ","immediately, at once, right away, directly; soon, before long, shortly; easily, readily, without difficulty; right (near), nearby, just (handy); honest, upright, frank, straightforward"
"名","な","name, given name; title; fame, renown, reputation; pretext, pretense, justification, appearance"
"様々","さまざま","various, varied, diverse, all sorts of"
"飛ぶ","とぶ","to fly, to soar; to jump, to leap, to spring, to bound, to hop; to spatter, to scatter, to splash, to fly (e.g. of sparks); to hurry, to rush; to flee, to run off, to escape; to disappear, to vanish, to fade, to thin out; to break off, to come off, to fall off, to blow (of a fuse); to be sent out (of an order), to fly (of false rumours, catcalls, etc.); to come flying (of a punch, kick, etc.); to be missing (of a page, stitch, etc.), to skip, to jump (e.g. of a conversation)"
"作る","つくる","to make, to produce, to manufacture, to build, to construct; to prepare (food), to brew (alcohol); to raise, to grow, to cultivate, to train; to till; to draw up (a document), to make out, to prepare, to write; to create (an artistic work, etc.), to compose; to coin (a phrase), to organize, to organise, to establish, to found; to have (a child); to make up (one's face, etc.); to fabricate (an excuse, etc.); to give a (false) appearance, to feign (a smile, etc.), to put on a show of emotion; to form (a line, etc.); to set (a record); to commit (a sin, etc.)"
"殆ど","ほとんど","almost, nearly, mostly, practically, virtually, basically, just about, all but; hardly, barely, scarcely, little; large majority, large proportion, greater part, most (of), almost all (of)"
"私たち","わたしたち, わたくしたち","we, us"
"罪","つみ","crime, sin, wrongdoing, indiscretion; penalty, sentence, punishment; fault, responsibility, culpability; thoughtlessness, lack of consideration"
"動かす","うごかす","to move, to shift, to stir, to budge, to change position; to inspire, to rouse, to move (e.g. feeling), to influence; to change, to alter, to deny; to operate, to set in motion, to get going; to mobilize (e.g. troops), to mobilise, to deploy; to manage (e.g. funds)"
"","フットボール","football (soccer, rugby, American football, etc.; esp. soccer)"
"２０歳","はたち, にじゅっさい, にじっさい","20 years old; twenty"
"場","ば","place, spot, space; field, discipline, sphere, realm; occasion, situation; scene (of a play, movie, etc.); session; field, table, area in which cards are laid out; round (east, south, etc.); field; field (in Gestalt psychology)"
"街","がい","street, quarter, district, area"
"やって来る","やってくる","to come along, to come around, to turn up; to arrive at the present, to get where one is, to have been doing something (for a period of time)"
"余る","あまる","to remain, to be left over, to be in excess, to be too many"
"文","ぶん","sentence; composition, text, writings; the literary arts (as opposed to the military arts), academia, literature; statement"
"忘れる","わすれる","to forget, to leave carelessly, to be forgetful of, to forget about, to forget (an article)"
"三人","さんにん, みたり","three people"
"歯","は","tooth, teeth; tooth (of a comb, saw, etc.), cog; support (of a geta)"
"際","さい","occasion, time, circumstances, (in) case (of), when"
"生む","うむ","to give birth, to bear (child), to lay (eggs); to produce, to yield, to give rise to, to deliver"
"子","こ","child, kid, teenager, youngster, young (non-adult) person; (one's) child, offspring; young woman; young (animal); offshoot; interest; new share; player who is not a dealer; young geisha, young prostitute; bird egg; -er (often of young women)"
"七","しち, なな, ひち, な","seven"
"振る","ふる","to wave, to shake, to swing; to sprinkle, to throw (dice); to cast (actor), to allocate (work); to turn down (someone), to reject, to jilt, to dump; to abandon, to give up, to ruin; to add kana indicating a reading of a word; to slightly change headings, to change directions; to extract by broiling, to prepare an infusion of, to decoct; to carry with great vigor (e.g. a portable shrine); to bring up a topic, to lead to a topic; to replace, to substitute; to set up a joke for someone else"
"此方","こちら, こっち, こち","this way, this direction; here; this (one); I, me, we, us; this person"
"辺り","あたり","(in the) neighbourhood, neighborhood, vicinity, nearby, surroundings; around, about, or thereabouts; for instance, say, such as"
"","さえ","even; (if) only, just, as long as; besides, on top of that, what's more"
"じゃ無いか","じゃないか","isn't it?; let's ..., why don't we ..., how about we ..., shouldn't we ..."
"城","しろ","castle"
"罹る","かかる","to contract (a disease), to suffer from"
"最初","さいしょ","beginning, outset, first, onset"
"表情","ひょうじょう","facial expression, countenance; look, appearance, expression (vocal, etc.)"
"","もっと","(some) more, even more, longer, further"
"光","ひかり","light; illumination, ray, beam, gleam, glow; happiness, hope; influence, power; vision, eyesight; optical fiber, optical fibre"
"高い","たかい, たかーい, たっけー, たっかーい","high, tall; expensive, high-priced; high (level), above average (in degree, quality, etc.); loud; high-pitched, shrill"
"落ちる","おちる","to fall, to drop, to come down, to crash, to collapse, to cave in, to give way; to set (of the sun or moon), to sink, to dip, to go down; to decrease (of popularity, quality, speed, sales, etc.), to fall, to drop, to go down, to decline, to deteriorate, to abate (of wind); to be inferior (to), to be not as good (as), to fall short (of); to come off (of dirt, paint, makeup, etc.), to come out (of a stain), to fade (of colour), to be removed (of an illness, possessing spirit, etc.); to disappear (of excess fat), to become thinner, to become leaner; to be left out, to be omitted, to be missing; to fail (an exam), to lose (a contest, election, etc.), to be unsuccessful; to decline (of morals, character, etc.), to become vulgar (e.g. of a conversation), to stoop (to), to sink (so low); to be ruined, to go under, to fall (into hell); to fall (in love, asleep, etc.); to fall (into someone's hands), to be accepted (of a bid), to be won (of a tender), to be honoured (of a bill); to fall into (a trap), to fall for (a trick); to give in; to confess, to own up; to come to (a conclusion, topic, etc.), to arrive at (in the end); to leave (a city, castle, etc.), to (be defeated and) flee; to sink in, to be accepted (in one's heart); to fall (to the enemy), to be defeated; to come in (of money); to fall (upon; of light, a shadow, one's gaze, etc.); to pass out (in judo), to fall unconscious; to go down (of a website, server, etc.), to crash; to log out (of an online game, chat room, etc.), to drop out, to leave, to go offline; to move to deeper water (of a fish in cold weather); to die (of an animal)"
"御","ご","honorific/polite/humble prefix; honorific suffix"
"過ぎ","すぎ","past, after; too (much), over- (e.g. eating)"
"角","かど","corner, edge; (street) corner, turning; rough edges (of one's character, words, etc.), abrasiveness, harshness, sharpness"
"故郷","ふるさと","hometown, birthplace, native place, one's old home; ruins, historic remains"
"戸","と","door (esp. Japanese-style); shutter, window shutter; entrance (to a home); narrows"
"","エンジン","engine"
"","まい","probably isn't (doesn't, won't, etc.); don't (doesn't) intend to, intend not to; must not, (when used in an imperative sentence) don't"
"では無いか","ではないか","isn't it?; let's ..., why don't we ..., how about we ..., shouldn't we ..."
"問う","とう","to ask, to inquire; to blame (someone) for, to accuse of, to pursue (question of responsibility), to charge with; to care about, to regard as important; to call into question, to doubt, to question"
"覚える","おぼえる","to memorize, to memorise, to commit to memory, to learn by heart, to bear in mind, to remember; to learn, to pick up, to acquire; to feel; to think, to regard"
"続く","つづく","to continue, to last, to go on; to continue (without a break), to be unbroken; to occur again and again; to lead to, to connect to, to adjoin; to come after, to follow, to succeed, to rank next to; to hold out, to keep, to last"
"食べる","たべる","to eat; to live on (e.g. a salary), to live off, to subsist on"
"誰か","だれか","someone, somebody"
"信じる","しんじる","to believe, to believe in, to place trust in, to confide in, to have faith in"
"地方","ちほう","district, region, area, locality; the country, countryside, the provinces, rural area; civilian society"
"犠牲","ぎせい","sacrifice; victim (esp. someone killed), casualty; sacrifice (to a deity)"
"君","くん","Mr, master, boy; Ms, miss; sir, madam"
"何処か","どこか, どっか","somewhere; in some respects, in some way"
"離れる","はなれる","to be separated, to be apart, to be distant; to leave, to go away; to leave (a job, etc.), to quit, to give up; to lose connection with, to drift away from"
"和紙","わし, わがみ","washi, Japanese paper"
"歳","さい","... years old, age (of) ..."
"軈て","やがて","before long, soon, shortly; almost, nearly; finally, in the end, eventually"
"国","くに","country, state; region; national government, central government; home (i.e. hometown, home country); province (of Japan); land, earth"
"名前","なまえ","name; given name, first name"
"電話","でんわ","telephone call, phone call; telephone (device), phone"
"手痛い","ていたい","severe, hard"
"最後","さいご","end, conclusion; last, final, latest, most recent; no sooner than, once, right after (often having negative consequences); one's final moments"
"疑い","うたがい","doubt, question, uncertainty, skepticism, scepticism, suspicion, distrust"
"台","だい","stand, rest, base, pedestal, platform, table, holder, support, rack; setting (of a gem), mounting; stock (in grafting); counter for machines and vehicles; level (e.g. price level), mark, range, decade (of one's life); tall building (with a fine view), (observation) platform; plateau, heights"
"一番","いちばん","number one, first, first place; best, most; game, round, bout; as a test, as an experiment, by way of experiment, by way of trial, tentatively; song (e.g. in noh), piece"
"頃","ころ, ごろ","(approximate) time, around, about, toward; suitable time (or condition); time of year, season"
"赤い","あかい","red, crimson, scarlet, vermilion; Red, communist"
"誇り","ほこり","pride, boast, credit (to)"
"上","じょう","from the standpoint of, from the viewpoint of, with respect to, in terms of, as a matter of, in view of, so far as ... is concerned; on, above, on top of, aboard (a ship or vehicle); the best, top, first class, first grade; first volume (of a two or three-volume set), first book; with my compliments"
"窓","まど","window"
"頂く","いただく","to receive, to get, to accept, to take, to buy; to eat, to drink; to be crowned with, to wear (on one's head), to have (on top); to have (as one's leader), to live under (a ruler), to install (a president); to get someone to do something"
"他","た","other (esp. people and abstract matters)"
"流行","りゅうこう","fashion, trend, vogue, craze, fad, popularity; prevalence (of a disease), epidemic"
"見送り","みおくり","seeing (someone) off, send-off; deferment, postponement, shelving; letting a pitch go by; wait-and-see attitude"
"詰まり","つまり","that is to say, that is, in other words, I mean, that (this, it) means; in short, in brief, to sum up, ultimately, in the end, in the long run, when all is said and done, what it all comes down to, when you get right down to it, basically; clogging, obstruction, stuffing, (degree of) blockage; shrinkage; end, conclusion; dead end, corner; distress, being at the end of one's rope"
"極めて","きわめて","exceedingly, extremely, decisively"
"","だい","is it?, isn't it?; be, is"
"女性","じょせい, にょしょう","woman, female; feminine gender"
"矢張り","やはり","as expected, sure enough, just as one thought; after all (is said and done), in the end, as one would expect, in any case; too, also, as well, likewise, (not) either; still, as before; all the same, even so, still, nonetheless"
"眺める","ながめる","to look at, to gaze at, to watch, to stare at; to look out over, to get a view of, to admire (e.g. the scenery); to look on (from the sidelines), to stand by and watch, to observe"
"存在","そんざい","existence, being, presence"
"何で","なんで","why?, what for?; how?, by what means?"
"感じ","かんじ","feeling, sense, impression"
"","キロ","kilo-, 1000; kilogram, kilogramme; kilometre, kilometer; kilo-, 1024, 2^10"
"突く","つく","to prick, to stab; to poke, to prod, to push, to thrust, to nudge, to hit, to strike; to use (a cane), to prop oneself up with, to press against (the floor, etc.); to attack; to brave (the rain, etc.)"
"","な, なあ, なー, なぁ","don't; do; hey, listen, look, say; now, ..., well, ..., I tell you!, you know; wow, ooh; right?, isn't it?, doesn't it?, don't you?, don't you think?"
"","ずっと, ずーっと, ずうっと","continuously, the whole time, all the way, throughout; much (more), (by) far, far and away, a lot, a great deal; far (away), long (ago, before, after); straight, directly"
"呟く","つぶやく","to mutter, to murmur, to grumble; to tweet, to post on Twitter"
"","ですか","indicates question"
"深い","ふかい","deep; profound; dense, thick; close (relationship); intense, strong; late"
"今日","きょう, こんにち, こんち, こんじつ","today, this day; these days, recently, nowadays"
"取る","とる","to take, to pick up, to grab, to catch, to hold; to pass, to hand, to give; to get, to obtain, to acquire, to win, to receive, to earn, to take (e.g. a vacation); to adopt (a method, proposal, etc.), to take (a measure, attitude, etc.), to choose; to remove, to get rid of, to take off; to take away, to steal, to rob; to eat, to have (e.g. lunch), to take (e.g. vitamins); to pick (e.g. flowers), to gather, to extract (e.g. juice), to catch (e.g. fish), to harvest (a crop); to take up (time, space), to occupy, to spare, to set aside; to secure, to reserve, to save, to put aside, to keep; to take (e.g. a joke), to interpret, to understand, to make out, to grasp; to record, to take down; to subscribe to (e.g. a newspaper), to take, to buy, to get; to order, to have delivered; to charge, to fine, to take (tax); to take (e.g. a wife), to take on (e.g. an apprentice), to adopt, to accept; to take control of, to take (the rudder); to compete (in sumo, cards, etc.), to play"
"王","おう","king, ruler, sovereign, monarch; tycoon, magnate, champion, master; king (of the senior player)"
"場合","ばあい","case, occasion, situation, circumstances"
"食物","しょくもつ","food, foodstuff"
"焚く","たく","to burn, to kindle, to light (a fire), to make (a fire); to heat (a bath), to light (a stove), to stoke (a boiler); to use (a camera flash)"
"腕","うで","arm; ability, skill, talent, competence; (physical) strength"
"巳","み, し","the Snake (sixth sign of the Chinese zodiac), the Serpent; hour of the Snake (around 10am, 9-11am, or 10am-12 noon); south-southeast; fourth month of the lunar calendar"
"妻","つま","wife; garnish (esp. one served with sashimi), trimmings; accompaniment, side (remark)"
"消える","きえる","to disappear, to vanish, to go out of sight, to go away, to become lost; to go out (of a fire, light, etc.), to die, to turn off (e.g. of a TV screen); to fade (of a feeling, impression, etc.), to vanish (e.g. of hope); to go away (e.g. of a smell, itchiness, sleepiness), to disappear, to fade away (e.g. of footsteps); to wear away (e.g. of an inscription), to rub out (of writing), to fade (e.g. of ink); to be lost (e.g. of a tradition), to die out, to disappear"
"然も","しかも","moreover, furthermore; nevertheless, and yet"
"何故","なぜ","why, how, for what reason"
"関係","かんけい","relation, relationship, connection; participation, involvement, concern; influence, effect; sexual relations, sexual relationship; related to, connected to"
"其れでも","それでも","but (still), and yet, nevertheless, even so, notwithstanding"
"逃げる","にげる","to run away, to flee, to get away (e.g. from danger), to escape, to break out, to leave (e.g. one's spouse); to avoid (a question, responsibility, etc.), to evade, to dodge, to shirk, to back away; to win without being overtaken, to hold off the other contenders (until the finish), to keep the lead (and win); to escape (of heat, a gas, etc.), to leak out (e.g. of a scent), to be lost (e.g. of flavor); to fail to hold an ideal posture"
"色","いろ","colour, color, hue, tint, tinge, shade; complexion, skin colour, skin color; look (on one's face), expression; appearance, air, feeling; personality, character; tone (of one's voice, etc.), tune, sound, ring; love, lust, sensuality, love affair; lover, paramour; beauty, sexiness, physical appeal; kind, type, variety"
"終わる","おわる","to end, to come to an end, to finish, to close, to be over; to finish, to complete, to conclude; to finish doing; to be past its (one's) prime; to be awful, to be terrible, to suck, to be hopeless"
"貴方","あんた","you"
"澄む","すむ","to become clear (water, air, etc.), to become transparent; to resonate clearly (e.g. voice); to become serene, to become tranquil, to be free of worries; to pronounce as an unvoiced sound"
"教える","おしえる","to teach, to instruct; to tell, to inform, to show; to preach"
"先ず","まず","first (of all), firstly, to begin with, before anything else; probably, most likely, almost certainly, virtually; more or less (satisfactory), on the whole, reasonably; anyway, at any rate, for now (at least), for the time being"
"分","ふん","minute (unit of time); fun (one tenth of a monme, 5.787 grains)"
"別","べつ, べち","distinction, difference, discrimination; separate, different, another, extra; exception, exclusion; classified by, ranked by, according to"
"","こそ","it is ... that ..., precisely, in particular, definitely, for sure, only (when, after, because, etc.); although, while, it is the case that ... but; it is precisely because ... that ..., only because ...; not at all, not in the slightest, absolutely not, never"
"巣","す","nest, rookery, breeding place, hive; den; haunt; (spider's) web"
"","はっきり, ハッキリ","clearly, plainly, distinctly; to be clear, to be definite, to be certain, to be exact, to become clear, to clear up"
"思い出す","おもいだす","to recall, to remember, to recollect"
"様にする","ようにする","to see to it that ..., to make sure that ..., to try to ..., to make an effort to ..."
"迚も","とても, とっても","very, awfully, exceedingly; (not) at all, by no means, simply (cannot)"
"左","ひだり","left, left-hand side; left hand; the left (wing), leftist; fondness for alcohol, drinker"
"自ら","みずから","oneself; oneself, for oneself, personally, in person"
"美しい","うつくしい","beautiful, pretty, lovely, sweet, pure (heart, friendship, etc.)"
"屹度","きっと, キッと","surely, undoubtedly, almost certainly, most likely (e.g. 90 percent); sternly, severely; having no slack, rigid, stiff, tight; suddenly, abruptly, instantly"
"似合う","にあう","to suit, to match, to become, to be like"
"","だけど","but, however, although"
"理由","りゆう, わけ","reason, grounds, pretext, excuse, motive"
"切る","きる","to cut, to cut through, to perform (surgery); to sever (connections, ties); to turn off (e.g. the light); to terminate (e.g. a conversation), to hang up (the phone), to disconnect; to punch (a ticket), to tear off (a stub); to open (something sealed); to start; to set (a limit), to do (something) in less or within a certain time, to issue (cheques, vouchers, etc.); to reduce, to decrease, to discount; to shake off (water, etc.), to let drip-dry, to let drain; to cross, to traverse; to criticize sharply; to act decisively, to do (something noticeable), to go first, to make (certain facial expressions, in kabuki); to turn (vehicle, steering wheel, etc.); to curl (a ball), to bend, to cut; to shuffle (cards); to discard a tile; to dismiss, to sack, to let go, to expel, to excommunicate; to dig (a groove), to cut (a stencil, on a mimeograph); to trump; to cut (the connection between two groups); to start a fire (with wood-wood friction or by striking a metal against stone); to draw (a shape) in the air (with a sword, etc.); to do completely, to finish doing; to be completely ..., to be totally ..., to be terribly ...; to do clearly, to do decisively, to do firmly"
"頼む","たのむ","to request, to beg, to ask; to call, to order, to reserve; to entrust to; to rely on; please, please do"
"其のまま","そのまま, そのまんま","without change, as is; just like, extremely similar; immediately, just after, without a pause"
"糸","いと","thread, yarn, string"
"申す","もうす","to say, to be called; to do"
"暫く","しばらく","for a moment, for a minute; for a while, for some time; for the time being, for now; it's been a long time, long time no see"
"待たせる","またせる","to keep (a person) waiting"
"面","めん","face; mask, face guard; striking the head (in kendo); surface (esp. a geometrical surface); page; aspect, facet, side; chamfer; counter for broad, flat objects, levels or stages, e.g. in a video game"
"番","ばん","number (in a series); (one's) turn; watch, guard, lookout; rank, standing, position; bout, match; pieces (in a collection)"
"７日","なのか, なぬか","7th day of the month; seven days"
"鐘","かね","bell (often a large hanging bell), chime"
"気づく","きづく, きずく","to notice, to realize, to realise, to become aware (of), to perceive, to sense, to suspect; to regain consciousness, to come to (one's senses), to come round"
"血","ち","blood; blood, ancestry, lineage, stock; (the) blood, feelings, passions"
"近く","ちかく","near, neighbourhood, neighborhood, vicinity; nearly (e.g. ""it took nearly one year""), close to; shortly, soon"
"心配","しんぱい","worry, concern, anxiety, uneasiness, fear; care, help, aid, assistance"
"流れる","ながれる","to stream, to flow (liquid, time, etc.), to run (ink); to be washed away, to be carried; to drift, to float (e.g. clouds), to wander, to stray; to sweep (e.g. rumour, fire), to spread, to circulate; to be heard (e.g. music), to be played; to lapse (e.g. into indolence, despair); to pass, to elapse, to be transmitted; to be called off, to be forfeited; to disappear, to be removed"
"樽","たる","cask, barrel"
"夫人","ふじん, ぶにん, はしかし","wife, Mrs, madam; wife of a nobleman (aristocrat, etc.); consort of the emperor"
"金","きん","gold (metal); gold (color); gold (medal), first place (prize); something of great value, something golden (e.g. silence); money, gold coin; sum (of money); Friday; karat (measure of purity of gold), carat; metal (fourth phase of Wu Xing); Jin dynasty (of China; 1115-1234), Chin dynasty, Jurchen dynasty; gold general; testicles"
"大","おお","large, big, great, major, important, serious, heavy, loud; older, senior; final, ultimate; rough, broad, general"
"","ですが","but, however, (and) yet, nevertheless, still, for all that"
"訓","くん, くに","native Japanese reading of a Chinese character; precept, lesson, one's teachings"
"舞う","まう","to dance (orig. a whirling dance); to whirl (in the wind), to flutter (about), to swirl, to fly, to circle, to wheel"
"与える","あたえる","to give (esp. to someone of lower status), to bestow, to grant, to confer, to present, to award; to provide, to afford, to offer, to supply; to assign; to cause; to pass (a variable to a function)"
"朝","あさ","morning; breakfast"
"再び","ふたたび","again, once more, a second time"
"馬","うま, ウマ","horse; horse racing; promoted bishop; knight (court card in mekuri karuta and unsun karuta)"
"","うん, うむ, ううむ","yes, yeah, uh huh; hum, hmmm, well, erm, huh?; oof"
"乞う","こう","to beg, to ask, to request, to invite; to pray, to wish"
"","でもある","to also be (implies that as well as the earlier stated this is also the case); to be ... or something"
"他に","ほかに","else, in addition, besides"
"市場","しじょう","market (financial, stock, domestic, etc.), marketplace, exchange; (street) market"
"目標","もくひょう","goal, target, aim, objective; mark, sign, landmark"
"公平","こうへい","fairness, impartiality, justice, objectivity"
"済ませる","すませる","to finish, to make an end of, to get through with, to let end; to make do (with), to manage (with); to resolve, to settle, to bring to a conclusion"
"肩","かた","shoulder"
"二つ","ふたつ","two"
"竹刀","しない, ちくとう","bamboo sword (for kendo), bamboo fencing stick; bamboo sword"
"","ゆっくり","slowly, unhurriedly, without haste, leisurely, at one's leisure; easily (e.g. in time), well, sufficiently, amply, with time to spare; well (e.g. sleep), comfortably"
"説明","せつめい","explanation, exposition, description, account, caption, legend"
"農地","のうち","agricultural land, farmland"
"太い","ふとい","fat, thick; deep (of a voice), thick, sonorous; daring, shameless, brazen, audacious"
"変わる","かわる","to change, to be transformed, to be altered, to vary; to move to; to be different, to be uncommon, to be unusual"
"黙る","だまる","to be silent, to say nothing"
"奥","おく","inner part, interior, back (of a drawer, one's throat, etc.), depths (e.g. of a forest), recesses (e.g. of a cave), heart, end (of a road, garden, etc.); living quarters (at the back of a house), inner room; recesses (of one's mind), bottom (of one's heart), behind (someone's words), mysteries (of an art)"
"事がある","ことがある","(for something) to have occurred, to have done (something); (for something) to happen on occasion"
"思い","おもい","thought; imagination, mind, heart; desire, wish, hope, expectation; love, affection; feelings, emotion, sentiment, experience"
"と言うもの","というもの","something like ..., something called ..."
"抱く","いだく","to hold in one's arms (e.g. a baby), to embrace, to hug; to have (a thought or feeling), to hold, to harbour (suspicion, doubt, etc.), to harbor, to bear (a grudge, ill will, etc.), to entertain (hope, illusions, etc.), to cherish (e.g. an ambition)"
"夫","おっと","husband"
"壁","かべ, へき","wall, partition; barrier, obstacle, hindrance, difficulty; Chinese ""Wall"" constellation (one of the 28 mansions)"
"本当","ほんとう, ほんと, ホントー, ホント, ホントウ","truth, reality, actuality, fact; proper, right, correct, official; genuine, authentic, real, natural, veritable"
"出来る","できる","to be able to do, to be possible, to be permitted (to do); to be good at, to do well, to be proficient (in), to be capable; to come into existence, to form, to appear, to come up (of a matter), to be born, to make (a friend), to get (a girlfriend, free time, etc.); to be made, to be built, to be constructed, to be formed, to be established, to be set up; to be finished, to be completed, to be done, to be ready; to grow (of a crop), to be produced; to be mature and well-balanced, to be of fine character; to be by nature, to be born ...; to become (sexually) involved (with), to become intimate (with), to take up (with someone); to get pregnant"
"早く","はやく","early, soon; quickly, swiftly, rapidly, fast"
"身体","しんたい, しんだい, しんてい","body, physical system, (the) person"
"労","ろう","labor, labour, toil, trouble, pains, work, effort, striving"
"病む","やむ","to fall ill; to suffer from (e.g. a disease), to have something wrong with (e.g. an inner organ)"
"客","きゃく, かく","guest, visitor; customer, client, shopper, spectator, audience, tourist, sightseer, passenger; counter for containers used to entertain guests"
"好み","このみ","liking, taste, fancy, fondness; wish, desire, choice, preference"
"傷つける","きずつける","to wound, to injure; to hurt someone's feelings (pride, etc.); to damage, to chip, to scratch"
"回り","まわり","rotation; making the rounds; spreading; effect, efficacy; by way of, via; round, turn; size; 12-year period, 12-year age difference"
"誰も","だれも","everyone, anyone; no one, nobody"
"生ける","いける","to arrange (flowers), to plant; living, live"
"先","さっき","a short while ago, a moment ago, just now, some time ago"
"訊く","きく","to ask, to enquire, to query"
"立てる","たてる","to stand up, to put up, to set up, to erect, to raise; to thrust into, to bury into, to dig into; to make (a noise), to start (a rumour), to raise (a cloud of dust, etc.), to cause; to make, to establish, to set up, to develop, to formulate; to put up (a political candidate), to make (one's leader); to treat with respect, to give (someone) their due, to make (someone) look good, to avoid embarrassing (someone); to sharpen, to make clear; to shut, to close; to make tea (matcha), to perform the tea ceremony; to divide by; to do ... vigorously"
"初める","そめる","to begin to"
"暮らし","くらし, ぐらし","(way of) life, living, livelihood, life circumstances"
"遊び","あそび","play, playing, game; pleasure, amusement, pastime, recreation, diversion; play (in a mechanism, e.g. a steering wheel); flexibility (in a performance, art, etc.), freedom; flyleaf"
"事になる","ことになる","to have been decided (so) that, to have been arranged (so) that; to be the result (of), to be the outcome; to be the reason (for)"
"","さあ, さー, さぁ","come (on), come now, come along, here; all right, right, okay, now, here goes; well, hmm, uh, let's see, I'm not sure; here, now, there (we go), ah, oh; about that, ..., actually, ..."
"","じゃあ, じゃ","then, well, so, well then"
"少年","しょうねん","boy; juvenile, child"
"閉まる","しまる","to be shut, to close, to be closed; to be firm (of a body, face, etc.), to be well-knit; to be locked; to tighten, to be tightened; to become sober, to become tense"
"時代","じだい","period, epoch, era, age; the times, those days; oldness, ancientness, antiquity; antique, period piece"
"欲しい","ほしい","wanting (to have), desiring, wishing for; I want (you, them, etc.) to (do)"
"事実","じじつ","fact, truth, reality"
"視線","しせん","one's line of sight, one's gaze, one's eyes (looking), glance, gaze, look"
"生活","せいかつ","life, living; livelihood, (one's) living"
"非","ひ","fault, error, mistake; going poorly, being disadvantageous, being unfavorable; un-, non-, an-"
"戦","いくさ","war, battle, campaign, fight; troops, forces"
"下手","へた, ヘタ","unskillful, poor, awkward; imprudent, untactful"
"法","ほう","law, act, principle; method; mood; dharma, law"
"生まれ","うまれ","birth, birthplace; born in (country, month, imperial era, zodiac year, etc.)"
"然うした","そうした","such"
"軽い","かるい, かろい","light (i.e. not heavy), feeling light (i.e. offering little resistance, moving easily); light (i.e. of foot), effortless, nimble, agile; non-serious, minor, unimportant, trivial; slight, small, gentle, soft, easy, lighthearted (e.g. joke); easy, simple; indiscriminate"
"に対して","にたいして","towards, against, regarding, in contrast with"
"東京","とうきょう, とうけい","Tokyo"
"耳","みみ","ear; hearing; ear (for music, etc.); edge, crust, heel (of bread or cheese), selvedge (of woven fabric), selvage; ear (of a pot, jug, etc.), handle"
