"球技","きゅうぎ","ball game (e.g. baseball, tennis, soccer); billiards"
"張り紙","はりがみ","paper patch attached to something, paper backing, sticker, label; notice, poster"
"年功序列","ねんこうじょれつ","seniority by length of service"
"不確実","ふかくじつ","uncertain, unreliable, inauthentic, insecure"
"満場一致","まんじょういっち","unanimity, unanimous consent, unanimous agreement"
"裏切り","うらぎり","treachery, betrayal, perfidy"
"飛球","ひきゅう","fly (ball)"
"修士","しゅうし","master's (degree)"
"大根","だいこん, だいこ, ダイコン","daikon (variety of large white Oriental radish, Raphanus sativus var. longipinnatus); ham actor"
"安上がり","やすあがり","cheap, economical"
"校歌","こうか","school song"
"直接税","ちょくせつぜい","direct tax"
"熱帯魚","ねったいぎょ","tropical fish"
"半値","はんね","half price"
"搬送","はんそう","transportation, conveyance, delivery; hospitalization, transfer to hospital"
"北極圏","ほっきょくけん","Arctic Circle, the Arctic"
"劣悪","れつあく","poor (quality, conditions, etc.), bad, inferior, poor-quality"
"国際連合","こくさいれんごう","United Nations, UN"
"無利子","むりし","(earning or paying) no interest"
"断水","だんすい","suspension of water supply, water outage"
"減退","げんたい","decline, ebb, failure, decay, decrease, loss"
"市場調査","しじょうちょうさ","market research"
"手提げ","てさげ","handbag, purse"
"収量","しゅうりょう","yield, size of harvest"
"触媒","しょくばい","catalyst"
"進み","すすみ","progress"
"入党","にゅうとう","joining a political party"
"未熟児","みじゅくじ","premature baby"
"翌月","よくげつ","following month"
"何にも","なんにも","(not) anything, (nothing) at all, (not) any"
"管制官","かんせいかん","(air traffic) controller"
"利害関係","りがいかんけい","interests, stake"
"艶","つや, ツヤ","gloss, luster, lustre, shine, sheen, polish; mellowness (of a voice), youthfulness (e.g. of skin); interest, appeal, charm, color, colour, feeling; romance, love, sexiness"
"天災","てんさい","natural calamity, disaster"
"電卓","でんたく","calculator (electronic), pocket calculator"
"発声","はっせい","utterance, speaking, vocalization, vocalisation; leading a group of people (in cheering, singing, etc.)"
"必修","ひっしゅう","required (subject)"
"亜鉛","あえん","zinc (Zn)"
"異口同音","いくどうおん, いこうどうおん","(saying) with one voice, unanimously, in chorus, in unison, as one"
"果樹","かじゅ","fruit tree"
"花盛り","はなざかり","flowers in full bloom, time of year in which flowers are in full bloom; the age at which someone (esp. a woman) is at the peak of their beauty; booming or peaking (in popularity)"
"駆除","くじょ","extermination (of pests), eradication, stamping out (e.g. a social evil)"
"言質","げんち, げんしつ, げんしち","commitment, pledge, promise"
"作柄","さくがら","crop (conditions), harvest, yield; quality (of an artistic work)"
"使い分け","つかいわけ","proper use, using (different things) for different purposes"
"大勝","たいしょう","great victory, decisive victory, overwhelming victory, landslide victory"
"秒速","びょうそく","speed per second, velocity per second; instant, moment, a few seconds"
"楼閣","ろうかく","multistoried building, castle, palace, shrine"
"遅々","ちち","slow, lagging, tardy"
"入荷","にゅうか","arrival of goods, goods received"
"百姓","ひゃくしょう","farmer, peasant, farm laborer, farmhand; farming; country bumpkin, yokel; the common people"
"一番乗り","いちばんのり","first rider in a charge; first (person) to arrive"
"充てる","あてる","to assign, to set aside"
"重責","じゅうせき","heavy responsibility"
"走り高跳び","はしりたかとび","(running) high jump"
"利潤","りじゅん","profit, returns"
"社屋","しゃおく","company office building"
"立ち消え","たちぎえ","going out (before burning completely), dying out; fizzling out (e.g. of a plan), falling through, coming to nothing, dying away (e.g. of a rumour)"
"真髄","しんずい","essence, quintessence, spirit, soul, heart, pith (and marrow)"
"着替え","きがえ","changing clothes, change of clothes"
"転嫁","てんか","imputation, shifting (blame, responsibility, etc.), passing the buck; second marriage, remarriage"
"管制塔","かんせいとう","control tower"
"空欄","くうらん","blank column, blank space"
"定款","ていかん","articles of incorporation, company statute"
"年鑑","ねんかん","yearbook, almanac, annual"
"販路","はんろ","market (for goods, services, etc.), outlet (for selling), opening"
"現住所","げんじゅうしょ","(present) address"
"梅雨入り","つゆいり, にゅうばい, ついり","entering the rainy season, beginning of the rainy season"
"海産物","かいさんぶつ","marine products"
"祝電","しゅくでん","congratulatory telegram"
"体積","たいせき","capacity, volume"
"脈拍","みゃくはく","pulse, pulse rate, pulsation, stroke of pulse"
"逆説","ぎゃくせつ","paradox"
"託児所","たくじしょ","creche, day nursery, day-care center"
"特長","とくちょう","strong point, forte, merit, strength"
"副産物","ふくさんぶつ","by-product; spin-off, outgrowth, side effect, consequence"
"追突","ついとつ","rear-end collision"
"不慣れ","ふなれ","inexperienced, unfamiliar (with), unversed, lacking experience"
"強国","きょうこく","strong nation, powerful country"
"粛清","しゅくせい","(political) purge"
"糖分","とうぶん","amount of sugar, sugar content"
"帆走","はんそう","sailing"
"倫理学","りんりがく","ethics, moral philosophy"
"斬新","ざんしん","novel, original, new, innovative"
"実話","じつわ","true story"
"人文科学","じんぶんかがく","humanities, arts"
"中和","ちゅうわ","neutralization, neutralisation; neutralization (e.g. of a poison), counteraction"
"蚕","かいこ, カイコ","silkworm (Bombyx mori)"
"詩情","しじょう","poetic sentiment; poetic interest, poetic inspiration"
"自画像","じがぞう","self-portrait"
"時間割","じかんわり","timetable (esp. a weekly school timetable), schedule"
"共通語","きょうつうご","common language, lingua franca; standard language (language variety understood throughout a country)"
"白菜","はくさい, ハクサイ","napa cabbage (Brassica rapa subsp. pekinensis), nappa cabbage, Chinese cabbage"
"敷金","しききん","(security) deposit, caution money"
"一倍","いちばい","multiplying by one, original amount; (even) more; double, twice (as much), twofold"
"鋳造","ちゅうぞう","casting, founding, minting"
"麦芽","ばくが","malt"
"妙案","みょうあん","ingenious idea, excellent plan, bright idea"
"適量","てきりょう","proper quantity, suitable amount, proper dose, optimal dose"
"敢然","かんぜん","boldly, bravely, resolutely, determinedly"
"常軌","じょうき","normal course (of action), proper course, regular way"
"軟骨","なんこつ","cartilage; nankotsu, (dish of) gristle (usu. of chicken, deep-fried)"
"白身","しろみ","egg white; white-fleshed fish (e.g. tai, hirame, karei), white meat, fatty meat; sapwood"
"釣り銭","つりせん","change (for a purchase)"
"月謝","げっしゃ","monthly tuition fee"
"頭金","あたまきん","down payment, deposit"
"抜粋","ばっすい","extract, excerpt, selection"
"飽き","あき","weariness, boredom, tedium, tiresomeness"
"握力","あくりょく","grip (of hand), grip strength"
"荘厳","そうごん","solemn, sublime, grand, magnificent, impressive"
"見分け","みわけ","distinction"
"陰性","いんせい","negative (result); gloomy, negative (e.g. attitude), pessimistic"
"出典","しゅってん","source (e.g. quotation), authority"
"舌戦","ぜっせん","war of words"
"簿記","ぼき","bookkeeping"
"人造","じんぞう","artificial, man-made, imitation, synthetic"
"出廷","しゅってい","appearance in court"
"木片","もくへん","block (of wood), chip, splinter"
"盲腸","もうちょう","cecum, caecum, blind gut; (vermiform) appendix; appendicitis"
"欲張る","よくばる","to be greedy, to be avaricious, to want badly, to desire intensely, to covet"
"風邪薬","かぜぐすり, かざぐすり","remedy for a cold, cold medicine"
"寝返り","ねがえり","turning over in bed, rolling over, tossing and turning; betrayal, double-crossing"
"揮発","きはつ","volatilization, volatilisation"
"驚嘆","きょうたん","wonder, admiration, being struck with admiration"
"厚紙","あつがみ","cardboard, thick paper"
"力添え","ちからぞえ","help, assistance, service"
"擦り傷","すりきず, さっしょう","scratch, graze, abrasion"
"下書き","したがき","draft, rough copy"
"体温計","たいおんけい","(clinical) thermometer"
"拘留","こうりゅう","custody, detention, confinement"
"麦畑","むぎばたけ","wheat field, barley field, cornfield"
"音痴","おんち","tone deafness, amusia, having no ear for music; having no sense of (e.g. direction), being hopeless when it comes to (e.g. computers), -illiterate"
"近視","きんし","myopia, shortsightedness, nearsightedness"
"水入らず","みずいらず","(being) by oneself, with no outsiders present"
"干満","かんまん","ebb and flow"
"貫徹","かんてつ","accomplishment, realization, attainment, fulfillment, achievement; penetration, pervasion"
"醜聞","しゅうぶん","scandal"
"洗髪","せんぱつ","washing one's hair, having a shampoo"
"二枚舌","にまいじた","double-dealing, duplicity, equivocation, double-tongued"
"摩天楼","まてんろう","skyscraper"
"月食","げっしょく","lunar eclipse"
"定休日","ていきゅうび","regular holiday, fixed day off, regular closing day"
"痔","じ, ぢ","hemorrhoids, piles"
"産児制限","さんじせいげん","birth control"
"星占い","ほしうらない","astrology, horoscope"
"休講","きゅうこう","cancellation (of a lecture, class, etc.)"
"利己主義","りこしゅぎ","egoism, egotism, selfishness"
"貨幣価値","かへいかち","currency value"
"概略","がいりゃく","outline, summary, gist, in brief"
"満潮","まんちょう, みちしお","high tide, high water, full tide"
"未決","みけつ","pending, undecided; unconvicted, awaiting judgement"
"絹糸","きぬいと, けんし","silk thread, silk yarn; corn silk"
"瓶詰め","びんづめ","bottling; bottled"
"払い込む","はらいこむ","to deposit, to pay in"
"欲張り","よくばり","greed, avarice, covetousness, greedy person"
"硬度","こうど","hardness, solidity"
"分冊","ぶんさつ","separate volume, fascicle, fascicule"
"憂い","うれい","sorrow, grief, anguish, distress; anxiety, worry, trouble, affliction, fear, misgivings"
"音符","おんぷ","musical note, note symbol; phonetic symbol (incl. the kanji and kana-doubling symbols, vowel-lengthening symbol, etc.); part of a kanji for which the role is primarily to represent the pronunciation (as opposed to the meaning)"
"絹織物","きぬおりもの","silk goods"
"美辞麗句","びじれいく","flowery words, rhetorical flourishes"
"魔法瓶","まほうびん, マホービン","thermos bottle, vacuum flask"
"妙技","みょうぎ","exquisite skill, wonderful performance"
"羅針盤","らしんばん","compass"
"不相応","ふそうおう","unsuited, inappropriate, improper, undeserved"
"洒落","しゃれ, シャレ","joke, pun, jest, witticism, wordplay; smartly dressed, stylish, fashion-conscious, refined"
"飾り気","かざりけ","affectation, showiness, pretence"
"嘆かわしい","なげかわしい","lamentable, deplorable, regrettable, sad, wretched"
"敏速","びんそく","quickness, agility, activity"
"早熟","そうじゅく","precocity, early ripening, premature development"
"四捨五入","ししゃごにゅう","rounding (off; a number), rounding half away from zero; rounding off (views), converging to a common opinion"
"洗い物","あらいもの, あらいもん","things to be washed, (dirty) dishes, laundry, washing"
"軟派","なんぱ, ナンパ","seducer, smooth talker, ladies' man, playboy, playgirl; picking up women, hitting on women; moderate party, moderate; social story (in a newspaper, etc.), society columnist (of a newspaper); bearish trader, bear"
"釣り針","つりばり","fish hook"
"経度","けいど","longitude"
"不釣合い","ふつりあい","imbalance, disproportion, disparity, mismatch, asymmetry"
"甘言","かんげん","sweet words, smooth talk, cajolery, flattery, sycophancy"
"七五三","しちごさん","shichi-go-san, 7-5-3 day, festival day for children aged 7, 5 and 3 held on or around November 15; lucky numbers 7, 5 and 3"
"縄跳び","なわとび","skipping rope, jump rope; skipping, rope-jumping"
"零点","れいてん","zero (points, marks), no marks; zero (of a function), root; zero degrees (Celsius), freezing point"
"払い戻す","はらいもどす","to repay, to pay back, to refund, to reimburse"
"楽天家","らくてんか","optimist, easy-going person"
"遊び相手","あそびあいて","playmate, playfellow"
"釣り合い","つりあい","balance, equilibrium"
"耳より","みみより","welcome (news), inviting, encouraging, tempting, hopeful"
"親バカ","おやばか","over-fond parent, doting parent"
"著す","あらわす","to write, to publish"
"読みにくい","よみにくい","hard to read, illegible"
"探し物","さがしもの","looking for something, searching for something; object being sought"
"ひな祭り","ひなまつり","Hinamatsuri (March 3), Girls' Festival, Dolls' Festival"
"","アイス","ice; ice cream; ice pop, ice lolly, popsicle; cold, iced (e.g. iced tea, iced coffee); ice (stimulant drug); usurer, usury, loansharking"
"アキレス腱","アキレスけん","Achilles tendon, calcaneal tendon; Achilles' heel, vulnerable point"
"","エチケット","politeness, good manners, courtesy, etiquette; (wine) label"
"","オートメーション","automation"
"","カテゴリ, カテゴリー, カテゴリィ","category"
"","ゴールデンウィーク, ゴールデン・ウィーク, ゴールデンウイーク, ゴールデン・ウイーク, ゴルデンウィーク","Golden Week, string of public holidays in late April-early May"
"","テンポ","tempo"
"","ドーナツ, ドーナッツ","doughnut, donut"
"","ヒンドゥー, ヒンズー, ヒンドゥ, ヒンズ","Hindu"
"","ピーナッツ, ピーナツ","peanut"
"","ふわふわ, フワフワ","lightly (floating, drifting, etc.), buoyantly; soft, fluffy, spongy; unsteadily, flightily, fickly, frivolously"
"","ブレーカー, ブレーカ","(circuit) breaker"
"","マネジメント, マネージメント, メネジメント","management"
"","ミシン","sewing machine"
"","レジャー","leisure"
"煙たい","けむたい, けぶたい","smoky; awkward, uncomfortable, ill at ease"
"音読","おんどく","reading aloud; reading (a kanji) by its Chinese-derived pronunciation"
"開ける","ひらける","to open out (of a view, scenery, etc.), to spread out, to become clear (of a road, visibility, etc.), to open up; to improve (of luck, prospects, etc.), to get better; to develop (of a town, civilization, etc.), to become civilized, to modernize, to grow, to advance (of knowledge, ideas, etc.); to be sensible, to be understanding, to be enlightened; to open (of a new road, railway, etc.), to be opened to traffic; to become populous, to become densely built, to become bustling"
"割り引く","わりびく","to discount, to reduce (the price), to take off (a percentage); to take with a grain of salt, to not take at face value, to discount"
"丸め込む","まるめこむ","to coax, to cajole, to wheedle, to win over, to seduce; to roll up and put into (something), to bundle up"
"気障","きざ, キザ","affected, smug, pompous, conceited, snobby, pretentious"
"吃る","どもる","to stammer, to stutter"
"後天的","こうてんてき","acquired (e.g. characteristic), learned (e.g. behaviour); a posteriori"
"裁つ","たつ","to cut (cloth)"
"山葵","わさび, ワサビ","wasabi (Wasabia japonica), Japanese horseradish; horseradish (or any blend of wasabi and horseradish)"
"女子高","じょしこう","girls' high school"
"紹介者","しょうかいしゃ","person who introduces someone, introducer"
"塵","ちり","dust; trash, garbage, rubbish, dirt; negligible amount, tiny bit; hustle and bustle (of life), worldly cares, impurities of the world; ritual gestures indicating that a fight will be clean"
"前借り","まえがり","getting an advance (on one's salary)"
"多様性","たようせい","diversity, variety"
"打算的","ださんてき","calculating, mercenary, selfish, self-interested"
"段落","だんらく","paragraph; end, stopping place, conclusion"
"椎茸","しいたけ, シイタケ","shiitake mushroom (Lentinula edodes), shitake"
"綴じる","とじる","to bind, to file; to finish (a dish) by pouring beaten egg into the broth; to sew up, to stitch together"
"品詞","ひんし","part of speech"
"保育園","ほいくえん","nursery school, day nursery, day care center"
"本箱","ほんばこ","bookcase"
"面子","メンツ","face, honour, honor; meld; lineup (of players participating in a mahjong game); attendees (e.g. at a meeting), members, participants"
"模擬試験","もぎしけん","mock exam, practice exam, practice test"
"立ち上げる","たちあげる","to start (something), to start up, to boot (a computer), to launch (a business)"
"冷凍食品","れいとうしょくひん","frozen food"
"箒","ほうき","broom"
"宛先","あてさき","address, destination"
"引き算","ひきざん","subtraction"
"一重","ひとえ","one layer, single layer; monopetalous; unlined kimono; single-edged eyelid, eyelid with an epicanthic fold, upper eyelid with no fold"
"１１０番","ひゃくとおばん","110 (police emergency telephone number in Japan)"
"やり直し","やりなおし","redoing"
"イスラム教","イスラムきょう","Islam"
"筆記用具","ひっきようぐ","writing implement, writing tool"
"不燃物","ふねんぶつ","non-inflammables, incombustible (usu. waste)"
"お歳暮","おせいぼ","year-end gift; end of the year, year end"
"ちり紙","ちりがみ, ちりし","tissue paper, toilet paper"
"行けません","いけません","wrong, not good, of no use; hopeless, past hope; must not do; cannot go"
"アカデミー賞","アカデミーしょう","Academy Award"
"定番","ていばん","standard item, usual thing, (a) classic, go-to choice, staple, regular fixture, standard procedure, convention; basic item (with stable demand), staple goods"
"年中無休","ねんじゅうむきゅう","open every day of the year, open year-round, operating 365 days a year"
"虫除け","むしよけ","insecticide, insect repellent"
"飲み会","のみかい","drinking party, get-together"
"朝一番","あさいちばん","first thing in the morning"
"コピー機","コピーき","copier, copy machine, photocopier"
"解決方法","かいけつほうほう","way of solving (a problem), solution"
"米","べい","(United States of) America, USA"
"競合他社","きょうごうたしゃ","competing companies, rival companies"
"品","ひん","elegance, grace, refinement, class, dignity; article, item; counter for items (of food, etc.), counter for dishes or courses (at a restaurant)"
"早々","はやばや","early, quickly, promptly"
"お店","おみせ","store, shop, establishment, restaurant"
"縦横","たてよこ","length and breadth, length and width; warp and weft, warp and woof"
"","イントネーション","intonation"
"","クリスマスイブ, クリスマスイヴ, クリスマス・イブ, クリスマス・イヴ","Christmas Eve"
"","そそっかしい","careless, thoughtless, hasty, rash"
"","アクシデント","accident"
"","アスパラガス","asparagus"
"","アドバイザー, アドバイザ, アドヴァイザー, アドバイサー","adviser, advisor"
"","アンコール","encore"
"","アンティーク, アンティック, アンチック, アンチーク","antique"
"","エキサイティング, エクサイティング","exciting"
"","エンジョイ","enjoying, enjoyment"
"","エンディング","ending"
"","オゾンホール, オゾン・ホール","ozone hole"
"","オハイオ","Ohio"
"","オプション","option, choice; optional extra; individual item, separate item, service supplied on its own, without accompanying services; option"
"","オンライン, オン・ライン","online; on the line (of a ball; in tennis, volleyball, etc.)"
"","オンリー, オンリ","only, just, solely; prostitute attached to a single member of the post-WWII occupation forces"
"","カーニバル, カルナバル","carnival"
"","カセットテープ, カセット・テープ","cassette tape"
"","カラフル","colorful, colourful"
"","ガッツポーズ, ガッツ・ポーズ","triumphant pose (assumed by an athlete, etc.)"
"Γ","ガンマ, ガンマー","gamma"
"","キープ","to keep (e.g. the lead), to maintain (a standard, situation, etc.); to put aside (for someone), to save (e.g. a seat); to keep (the ball; in soccer, rugby, etc.), to retain possession; to hold service (in tennis); person one is dating while hoping for someone better"
"","キャビア","caviar, caviare"
"玖馬","キューバ","Cuba"
"","ギャンブラー","gambler"
"","クエーサー, クェーサー","quasar, quasi-stellar object, QSO"
"","クリオール","creole"
"","クリスマスツリー, クリスマス・ツリー","Christmas tree"
"","クレイジー, クレージー","crazy"
"","クロール","crawl (swimming), front crawl, forward crawl; web crawling"
"","グラフィック, グラフイック","graphics, graphic; graphic magazine, pictorial magazine"
"臥児狼徳","グリーンランド","Greenland"
"","グレープフルーツ","grapefruit"
"","ケチャップ","ketchup, catsup"
"","コーラス","chorus"
"","コペルニクス","Copernicus (1473-1543)"
"","コロラド","Colorado"
"","コンサルタント","consultant"
"","コンセプト","concept, general idea, notion; intention, aim, design, philosophy, plan, plot, theme"
"","コンセンサス","consensus"
"","コンディション, コンデション","condition"
"","サイド","side"
"","サンディエゴ, サン・ディエゴ","San Diego"
"","ザンビア","Zambia"
"","シーフード","seafood"
"舎路","シアトル","Seattle"
"","シェーバー, シェイバー","shaver"
"","シック","chic, stylish, smart"
"","シャットアウト, シャット・アウト","shutout, shutting out, locking out, excluding; shutout, allowing no runs (goals, etc.)"
"","シャトルバス, シャトル・バス","shuttle bus"
"","シュート","shooting (a ball), shot (on basket, at goal, etc.); shuuto (type of pitch commonly used in Japan), shootball; shoot (of a tree or plant)"
"","ショートパンツ, ショート・パンツ","shorts"
"","シルクロード, シルク・ロード","Silk Road, Silk Route"
"","シロップ","syrup"
"","シンナー","(paint) thinner"
"牙買加","ジャマイカ","Jamaica"
"","ジューンブライド, ジューン・ブライド","June bride"
"寿府","ジュネーブ, ジュネーヴ","Geneva"
"","スーパーボウル, スーパー・ボウル","Super Bowl (championship game of the National Football League)"
"","スーパーマン","superman, superhuman person; Superman (superhero)"
"","スイマー","swimmer"
"","スカッシュ","squash (drink); squash (sport)"
"","スケーター","skater"
"","ストライク","strike (e.g. in baseball, bowling)"
"","スパッツ","leggings (stretchy skin-tight trousers); spats (footwear accessory); gaiters"
"","スピードアップ, スピード・アップ","speeding up, speed-up"
"","スポークスマン","spokesman"
"","スランプ","slump"
"","スリム","slim"
"","セクション","section"
"","タイマー, タイマ","timer, time switch; stopwatch; time keeper; self-timer, (delay) timer"
"","タグ, タッグ","tag, label; game of tag; tag-team match; working together as a team"
"","ダイビング, ダイヴィング","diving"
"","ダウンロード","download"
"","チームワーク","teamwork"
"","チアガール, チア・ガール","cheerleader"
"","チャーミング","charming"
"","チャレンジ","taking on (a challenge), attempt, try, tackling, challenging (someone to a contest); requesting a video review (of a referee's call)"
"","テーマパーク, テーマ・パーク","theme park"
"","テネシー","Tennessee"
"","テロリズム","terrorism"
"","ディーゼル, ジーゼル","diesel"
"","ディベート","debate"
"","デメリット","disadvantage, drawback, demerit, bad point, minus"
"","デモンストレーション","demonstration, protest; (giving a) demo, demonstration, presentation; exhibition game, exhibition match"
"","トイレットペーパー, トイレット・ペーパー","toilet paper, lavatory paper"
"","トピック","topic"
"","トライ","try, attempt; try (rugby)"
"","トランジスタ, トランジスター","transistor"
"","ナンバーワン, ナンバー・ワン","number one"
"","ニックネーム","nickname"
"","ニュー","new"
"","ノータッチ, ノー・タッチ","without touching, no touching; not participating in, not being concerned by, without being involved in"
"","ノルディック","Nordic"
"","ハードディスク, ハード・ディスク","hard disk (drive), hard drive"
"","ハーブ","herb"
"","ハーモニカ, ハモニカ","harmonica, mouth organ; cunnilingus; hypodermic syringe"
"","ハイテク, ハイテック","high-tech"
"","ハイファイ","hi-fi"
"","ハッピーエンド, ハッピー・エンド, ハピーエンド, ハッピエンド","happy ending"
"","ハンディキャップ, ハンデキャップ, ハンディーキャップ","handicap"
"","ハンドボール","handball"
"","バーゲンセール, バーゲン・セール","bargain sale"
"","バージニア","Virginia"
"","バーチャル, ヴァーチャル, バーチュアル","virtual"
"","バイオテクノロジー","biotechnology"
"","バイキング, ヴァイキング","Viking; smorgasbord, buffet; smorgasbord (of things), hodge-podge, wide range of something"
"","バウンド","bounce, bound"
"","バッティング","batting"
"","バドミントン, バトミントン","badminton"
"","バリエーション, ヴァリエーション","variation"
"","バレンタイン, ヴァレンタイン","(Saint) Valentine"
"","バロメーター, バロメータ","barometer (instrument); measure (e.g. of one's health), indicator, index, barometer"
"晩香波","バンクーバー","Vancouver"
"","バンパー","bumper"
"","パートタイマー","part-timer"
"","パスタ","pasta"
"","パフォーマンス, パーフォーマンス","performance (e.g. music, dance, drama); something done (just) for show, theatre, theater, showy action, (empty) gesture, playing to the gallery; performance (of a computer, car, investment, etc.)"
"","パラダイス","paradise"
"","パレット","palette; pallet"
"","パンジー","pansy (Viola tricolor var. hortensis), garden pansy"
"","ビート","beet"
"","ビーバー","beaver"
"","ビュッフェ, ブッフェ, ビュフェ","buffet, self-service meal"
"","ピーマン, ぴーまん","bell pepper (esp. green), green pepper, sweet pepper, capsicum"
"","ピル","pill; birth-control pill, oral contraceptive, the pill"
"","ファウル, ファール","foul; foul ball"
"","ファストフード, ファーストフード, ファスト・フード, ファースト・フード","fast food"
"","フェスティバル, フェスティヴァル","festival (esp. music, film, etc.)"
"","フェミニスト","feminist; man who indulges women, gentleman"
"","フォーマル","formal"
"","フライング","flying; false start; doing something before the arranged time, breaking a street date"
"","フロッピー, フロッピ, フロッピィ","floppy (disk)"
"","ブイ","buoy; lifebuoy"
"","ブレスレット","bracelet"
"","プッシュホン","push-button telephone"
"","プランクトン","plankton"
"","プロフィール, プロフィル","profile"
"","プロフェッショナル, プロフェショナル","professional"
"","ヘビースモーカー, ヘビー・スモーカー, ヘビースモカー","heavy smoker"
"","ホームステイ, ホームステー","homestay"
"","ボーイスカウト, ボーイ・スカウト","Boy Scouts"
"","ボイラー, ボイラ","boiler"
"","ボスニア","Bosnia"
"","マイルド","mild"
"","マスタード","mustard"
"","マスメディア, マス・メディア","mass media"
"芒果","マンゴー, マンゴ","mango (Mangifera indica)"
"","マンネリ","becoming stereotyped, becoming tedious, becoming repetitive, becoming routine, getting stuck in a rut, humdrum, mannerism (art, etc.)"
"","ミスプリント","misprint"
"","ムスタング, マスタング","mustang"
"","メインストリート, メイン・ストリート, メーンストリート, メーン・ストリート","main street"
"","メモリー, メモリ","memory; memory, recollection, remembrance"
"","メンタル","mental; mental health, mental state, mental resolve, mentality"
"","ユーゴスラビア, ユーゴスラヴィア, ユーゴースラヴィア, ユーゴースラビア","Yugoslavia"
"","ユーロ","euro (currency), EUR; Euro-, European"
"","ライフワーク","lifework, life's work"
"","ラテンアメリカ, ラテン・アメリカ","Latin America"
"","ラブソング, ラブ・ソング","love song"
"","ランドリー, ランドリ","laundry"
"","リクルート","recruit"
"","リサイクル","recycling"
"","リサイタル","recital"
"","リベート","rebate; commission, kickback"
"","リリース","release (of a film, product, etc.), publication; release, liberation, setting free; release (of a previously pressed mouse button)"
"","レパートリー, レパートリ","repertoire, repertory"
"","レフェリー, レフリー","referee"
"","レンジャー, レインジャー, レーンジャー","ranger"
"","ワールドシリーズ, ワールド・シリーズ","World Series (baseball)"
"","ワゴン","wagon; tea wagon, teacart, tea trolley; station wagon, estate car"
"団栗","どんぐり, ドングリ","acorn"
"浮き浮き","ウキウキ, うきうき, ウッキウキ","cheerfully, buoyantly, happily, in high spirits"
"負んぶ","おんぶ, オンブ","carrying (someone) on one's back (esp. a child), piggyback ride; relying on (someone), being (financially) dependent on"
"尤も","もっとも","but then, although, though; reasonable, natural, just"
"籤","くじ, クジ","lottery, lot, raffle, draw"
"有耶無耶","うやむや, ウヤムヤ","indefinite, hazy, vague, unsettled, undecided"
"","ソフトドリンク, ソフト・ドリンク","soft drink"
"","ウェブサイト, ウェブ・サイト, ウエブサイト, ウェッブサイト, ウエブ・サイト, ウェッブ・サイト","website, web site"
"","ほっといてくれ","back off!, leave me alone!"
"","ノルマ","(one's) quota, assignment"
"","ガシガシ, がしがし","boisterously, roughly, briskly"
"","バスツアー, バス・ツアー","bus tour"
"","もうすっかり","already completed (arrived, happened, etc.)"
"","パー, ぱー, ぱあ","paper (in rock-paper-scissors); disappearing completely, coming to nought, becoming worthless, losing everything; foolishness, stupidity"
"波乱万丈","はらんばんじょう","stormy and full of drama, full of ups and downs, with many vicissitudes"
"給料日","きゅうりょうび","payday, pay day"
"追加料金","ついかりょうきん","additional fee, extra charge"
"梳かす","とかす","to comb out, to brush, to untangle, to unravel"
"","キャラ","(fictional) character; character, personality, persona"
"行事","ぎょうじ","event, function"
"壁面","へきめん","surface of a wall"
"総裁","そうさい","president (of an organization), director general, governor (of a central bank), party leader (esp. LDP)"
"共感","きょうかん","sympathy, empathy, response, identification (with someone)"
"桐","きり, キリ","paulownia (Paulownia tomentosa), empress tree, foxglove tree"
"皇太子","こうたいし","crown prince"
"皆無","かいむ","nonexistent, nil, none, nothing (at all), bugger-all"
"反転","はんてん","rolling over, turning over; turning around (the other way), reversal (of direction, course, etc.), inversion, flipping; producing a positive from a negative, producing a negative from a positive; circle inversion, plane inversion"
"隣室","りんしつ","next or adjoining room"
"","レポート, リポート","report, paper; reportage"
"釦","ボタン","button (clothing); push-button, button"
"","パトロール","patrol"
"無責任","むせきにん","irresponsibility"
"褪せる","あせる","to fade, to discolor, to discolour; to diminish, to fade (e.g. of a memory)"
"王位","おうい","the throne, the crown"
"吟味","ぎんみ","close examination, careful investigation, close inspection, careful selection, inquiry, enquiry, scrutiny, testing; investigation of a crime, inquiry into someone's guilt; winner (of the most rounds, i.e. a full game); reciting and appreciating traditional poetry"
"話し声","はなしごえ","speaking voice, talking voice"
"高原","こうげん","tableland, plateau"
"作動","さどう","operation, functioning, running"
"畝り","うねり","undulation, winding, meandering; swell (of waves), ground swell, surge, billow, roller"
"","サイト","site; website"
"氏族","しぞく","clan, family"
"部門","ぶもん","division (of a larger group), branch, field, class (subclass), group, category, department"
"反映","はんえい","reflection (of light); reflection (of society, attitudes, etc.); application (of an update, changes, etc.), taking effect"
"割合","わりあい","rate, ratio, percentage, proportion; comparatively; contrary to expectations"
"禅","ぜん","dhyana (profound meditation); Zen (Buddhism)"
"損ねる","そこねる","to harm, to hurt, to injure, to wreck; to miss one's chance to (do something), to fail to (do what one ought to have done)"
"守衛","しゅえい","(security) guard, caretaker, janitor, doorkeeper, gatekeeper"
"噛み付く","かみつく","to bite (at), to snap at; to snap at (someone), to flare up at, to jump down (someone's) throat"
"果実","かじつ","fruit, nut, berry; fruits, profit"
"歌声","うたごえ, かせい","singing voice, (sound of) singing"
"不敵","ふてき","daring, fearless, intrepid, bold, tough"
"工業","こうぎょう","(manufacturing) industry"
"理不尽","りふじん","unreasonable, irrational, outrageous, absurd"
"重量","じゅうりょう","weight"
